num,Economy,Code,Region,Income group,year,Internet value,Total population,GDP (US$),Life Expectancy (Years),GDP per capita income,Fertility (Births per woman)
1804,Philippines,PHL,East Asia & Pacific,Lower middle income,2008,6.22,90751864,174195136253.393,68.105,5099.3223286364,3.278
1805,Poland,POL,Europe & Central Asia,High income,2008,53.13,38125759,533815789473.684,75.543902439,18310.4432086685,1.39
1806,Portugal,PRT,Europe & Central Asia,High income,2008,44.13,10558177,262007590449.685,78.5243902439,26631.5639632704,1.39
1807,Puerto Rico,PRI,Latin America & Caribbean,High income,2008,38,3760866,93639300000,77.9034878049,33019.1681171515,1.6516
1808,Qatar,QAT,Middle East & North Africa,High income,2008,44.3,1389342,115270054945.055,77.049,114985.088655153,2.211
1809,Romania,ROU,Europe & Central Asia,Upper middle income,2008,32.42,20537875,213605065703.283,72.5658536585,16726.7003592391,1.6
1810,Russian Federation,RUS,Europe & Central Asia,Upper middle income,2008,26.83,142742350,1660846387626,67.9492682927,20163.6116757271,1.502
1811,Rwanda,RWA,Sub-Saharan Africa,Low income,2008,4.5,9708169,4860093843.14162,60.565,1216.0085342446,4.774
1812,Saint Kitts and Nevis,NA,NA,NA,2008,49.2,NA,NA,NA,NA,NA
1813,Saint Lucia,NA,NA,NA,2008,30,NA,NA,NA,NA,NA
1814,Saint Vincent and the Grenadines,NA,NA,NA,2008,21,NA,NA,NA,NA,NA
1815,Samoa,WSM,East Asia & Pacific,Lower middle income,2008,5.03,183526,644132488.887141,72.288,5501.3245880952,4.426
1816,San Marino,SMR,Europe & Central Asia,High income,2008,54.52,30351,2752307016.25897,NA,87483.1420958554,NA
1817,Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2008,15.48,166913,188021168.8418,65.5,2431.3435300568,4.88
1818,Saudi Arabia,SAU,Middle East & North Africa,High income,2008,36,25940770,519796800000,73.331,44831.2613380814,3.151
1819,Senegal,SEN,Sub-Saharan Africa,Low income,2008,7.12,12203957,16949789464.5284,62.755,2619.3530135338,5.095
1820,Serbia,SRB,Europe & Central Asia,Upper middle income,2008,35.6,7350222,49259526052.7426,73.8853658537,11921.850401053,1.4
1821,Seychelles,SYC,Sub-Saharan Africa,High income,2008,40.44,86956,967199593.960157,73.1634146341,19270.2626005837,2.33
1822,Sierra Leone,SLE,Sub-Saharan Africa,Low income,2008,0.25,6165372,2505458705.03338,46.432,1110.6543723665,5.487
1823,Singapore,SGP,East Asia & Pacific,High income,2008,69,4839396,192225881687.752,80.7902439024,63432.3874611921,1.28
1824,Slovakia,NA,NA,NA,2008,66.05,NA,NA,NA,NA,NA
1825,Slovenia,SVN,Europe & Central Asia,High income,2008,58,2021316,55589849128.4605,78.7658536585,29624.1901825066,1.53
1826,Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2008,3,504477,608293860.271816,67.641,1847.8596233335,4.359
1827,Somalia,SOM,Sub-Saharan Africa,Low income,2008,1.14,11369276,NA,53.323,NA,7.056
1828,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2008,8.43,50412129,286769839732.726,53.72,11515.3681410688,2.619
1829,Spain,ESP,Europe & Central Asia,High income,2008,59.6,45954106,1635015380108.39,81.1756097561,33463.6540993469,1.45
1830,Sri Lanka,LKA,South Asia,Lower middle income,2008,5.8,19945832,40713812309.7316,74.207,7417.5940587053,2.257
1831,St. Helena,NA,NA,NA,2008,18.82,NA,NA,NA,NA,NA
1832,Suriname,SUR,Latin America & Caribbean,Upper middle income,2008,21.06,515148,3532961748.63388,69.749,12866.713666586,2.575
1833,Sweden,SWE,Europe & Central Asia,High income,2008,90,9219637,513965650650.119,81.1,41853.6961806504,1.91
1834,Switzerland,CHE,Europe & Central Asia,High income,2008,79.2,7647675,554363487120.303,81.9926829268,52584.7349460344,1.48
1835,Syrian Arab Republic,SYR,Middle East & North Africa,Lower middle income,2008,14,20325443,NA,73.648,NA,3.325
1836,"Taiwan, Province of China",NA,NA,NA,2008,65.84,NA,NA,NA,NA,NA
1837,Tajikistan,TJK,Europe & Central Asia,Lower middle income,2008,8.78,7309728,5161308187.83339,68.902,1910.97283225,3.493
1838,Tanzania,TZA,Sub-Saharan Africa,Low income,2008,1.9,43270144,27941177434.4903,59.156,1958.9053329402,5.542
1839,Thailand,THA,East Asia & Pacific,Upper middle income,2008,18.2,66545760,291383081231.82,73.279,12252.2964784603,1.553
1840,The Former Yugoslav Rep. of Macedonia,NA,NA,NA,2008,46.04,NA,NA,NA,NA,NA
1841,Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2008,1.5,1078110,4391400000,66.472,9433.407963785,6.477
1842,Togo,TGO,Sub-Saharan Africa,Low income,2008,2.4,6161796,3310277926.58997,56.174,1110.1402657834,5.001
1843,Tonga,TON,East Asia & Pacific,Lower middle income,2008,8.11,103005,349484427.609428,71.906,4567.4081595116,4.012
1844,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2008,34.8,1315372,27871587349.5413,69.384,30686.5668689676,1.799
1845,Tunisia,TUN,Middle East & North Africa,Lower middle income,2008,27.53,10407336,44856586316.0458,74.595,9607.4213931844,2.057
1846,Turkey,TUR,Europe & Central Asia,Upper middle income,2008,34.37,70440032,764335766423.358,73.549,16048.9224795904,2.192
1847,Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2008,1.75,4935762,19271523178.8079,66.031,8494.6093284884,2.712
1848,Tuvalu,TUV,East Asia & Pacific,Upper middle income,2008,15,10340,30290219.7617849,NA,3142.5179778416,NA
1849,Uganda,UGA,Sub-Saharan Africa,Low income,2008,7.9,31663896,14239026629.639,55.574,1382.1581040556,6.337
1850,Ukraine,UKR,Europe & Central Asia,Lower middle income,2008,11,46258200,179816790704.739,68.2514634146,8419.2742563578,1.458
1851,United Arab Emirates,ARE,Middle East & North Africa,High income,2008,63,6894278,315474615738.598,76.012,68492.4084646019,1.949
1852,United Kingdom,GBR,Europe & Central Asia,High income,2008,78.39,61806995,2890564338235.29,79.6,36257.5124453907,1.91
1853,United States,USA,North America,High income,2008,74,304093966,14718582000000,78.0390243902,48401.4273403899,2.072
1854,Uruguay,URY,Latin America & Caribbean,High income,2008,39.3,3350824,30366213119.2928,76.282,14702.0532669678,2.11
1855,Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2008,9.08,27302800,29549438883.8338,69.319,3631.8758850979,2.637
1856,Vanuatu,VUT,East Asia & Pacific,Lower middle income,2008,7.27,225340,607958616.143415,70.152,2827.7430417403,3.608
1857,Venezuela,NA,NA,NA,2008,25.88,NA,NA,NA,NA,NA
1858,Viet Nam,NA,NA,NA,2008,23.92,NA,NA,NA,NA,NA
1859,Virgin Islands (US),NA,NA,NA,2008,27.36,NA,NA,NA,NA,NA
1860,Wallis and Futuna,NA,NA,NA,2008,8.22,NA,NA,NA,NA,NA
1861,Yemen,NA,NA,NA,2008,6.89,NA,NA,NA,NA,NA
1862,Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2008,5.55,13082517,17910858637.9048,53.749,2767.7648361133,5.561
1863,Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2008,3.5,13558469,4415702800,49.337,1293.5736736628,4.014
1864,Afghanistan,AFG,South Asia,Low income,2009,3.55,28004331,12439087076.7667,60.754,1474.1286955798,6.038
1865,Albania,ALB,Europe & Central Asia,Upper middle income,2009,41.2,2927519,12044208085.864,76.281,8814.8349875061,1.646
1866,Algeria,DZA,Middle East & North Africa,Upper middle income,2009,11.23,35465760,137211039898.193,74.374,12239.265699711,2.828
1867,Andorra,AND,Europe & Central Asia,High income,2009,78.53,84462,3660530702.97305,NA,NA,1.19
1868,Angola,AGO,Sub-Saharan Africa,Upper middle income,2009,2.3,22549547,70307163678.1895,57.231,6079.8824306367,6.238
1869,Anguilla,NA,NA,NA,2009,48,NA,NA,NA,NA,NA
1870,Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2009,42,93581,1224253013.7037,75.247,20266.2636932638,2.146
1871,Argentina,ARG,Latin America & Caribbean,Upper middle income,2009,34,40799407,332976484577.619,75.431,16614.1673700551,2.382
1872,Armenia,ARM,Europe & Central Asia,Lower middle income,2009,15.3,2888584,8647936747.98704,73.119,6322.0739448305,1.703
1873,Aruba,ABW,Latin America & Caribbean,High income,2009,58,101453,2498882681.56425,74.872,34674.5390228521,1.769
1874,Ascension,NA,NA,NA,2009,33,NA,NA,NA,NA,NA
1875,Australia,AUS,East Asia & Pacific,High income,2009,74.25,21691700,926448240318.068,81.543902439,40241.3678175533,1.971
1876,Austria,AUT,Europe & Central Asia,High income,2009,73.45,8343323,400172297860.517,80.3317073171,40926.5237645676,1.39
1877,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2009,27.4,8947243,44291490420.5026,70.646,14896.9638051112,1.82
1878,Bahamas,NA,NA,NA,2009,33.88,NA,NA,NA,NA,NA
1879,Bahrain,BHR,Middle East & North Africa,High income,2009,53,1185029,22938218085.1064,75.913,39402.791179621,2.197
1880,Bangladesh,BGD,South Asia,Lower middle income,2009,3.1,150454708,102477791472.39,69.759,2264.332681384,2.384
1881,Barbados,BRB,Latin America & Caribbean,High income,2009,64.7,278470,4479950000,74.811,15915.1990685591,1.777
1882,Belarus,BLR,Europe & Central Asia,Upper middle income,2009,27.43,9506765,50874078052.2735,70.4073170732,14572.4984106013,1.509
1883,Belgium,BEL,Europe & Central Asia,High income,2009,70,10796493,484552792442.345,80.0341463415,38008.8318042255,1.84
1884,Belize,BLZ,Latin America & Caribbean,Upper middle income,2009,27.2,313929,1335217500,69.611,7547.0077532157,2.762
1885,Benin,BEN,Sub-Saharan Africa,Low income,2009,2.24,8944706,7097198711.61023,59.009,1772.7469432767,5.416
1886,Bermuda,BMU,North America,High income,2009,83.25,65636,5806378000,79.3884390244,55307.0009399214,1.76
1887,Bhutan,BTN,South Asia,Lower middle income,2009,7.17,714458,1264758197.96593,67.315,5662.7802984636,2.464
1888,Bolivia (Plurinational State of),NA,NA,NA,2009,16.8,NA,NA,NA,NA,NA
1889,Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2009,37.74,3746561,17613836209.9581,75.758,9004.9028920876,1.302
1890,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2009,6.15,1979882,10267133177.7334,58.45,11840.6562281172,2.891
1891,Brazil,BRA,Latin America & Caribbean,Upper middle income,2009,39.22,194895996,1667019783575.07,73.488,13212.2817265168,1.824
1892,British Virgin Islands,VGB,Latin America & Caribbean,High income,2009,36,26447,NA,NA,NA,NA
1893,Brunei Darussalam,BRN,East Asia & Pacific,High income,2009,49,383772,10732366286.2643,76.699,76946.0078158988,1.821
1894,Bulgaria,BGR,Europe & Central Asia,Upper middle income,2009,45,7444443,51884481410.3931,73.412195122,14146.1791513367,1.66
1895,Burkina Faso,BFA,Sub-Saharan Africa,Low income,2009,1.13,15141099,8369175126.25316,56.376,1347.2586500252,5.953
1896,Burundi,BDI,Sub-Saharan Africa,Low income,2009,0.9,8489031,1781455092.07114,54.386,690.2766263113,6.353
1897,Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2009,21,496963,1711817181.52969,71.899,5619.2021803745,2.747
1898,Cambodia,KHM,East Asia & Pacific,Lower middle income,2009,0.53,14090208,10401851850.6108,66.01,2339.8249401762,2.947
1899,Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2009,3.84,19432541,26017925551.8426,54.996,2817.3172490569,5.167
1900,Canada,CAN,North America,High income,2009,80.3,33628571,1371153004986.44,80.9951219512,38797.7588492531,1.668
1901,Cayman Islands,CYM,Latin America & Caribbean,High income,2009,64.5,54279,NA,NA,51250.0731896457,NA
1902,Central African Rep.,NA,NA,NA,2009,1.8,NA,NA,NA,NA,NA
1903,Chad,TCD,Sub-Saharan Africa,Low income,2009,1.5,11502786,9253484108.49701,49.691,1695.5598370134,6.699
1904,Chile,CHL,Latin America & Caribbean,High income,2009,41.56,16829442,172389498444.621,78.32,16214.0907386429,1.903
1905,China,CHN,East Asia & Pacific,Upper middle income,2009,28.9,1331260000,5109953609257.25,75.032,8372.4399778772,1.586
1906,Colombia,COL,Latin America & Caribbean,Upper middle income,2009,30,45416181,232494134119.684,73.143,10118.1802553692,2.044
1907,Comoros,COM,Sub-Saharan Africa,Low income,2009,3.5,673252,901711442.285944,61.475,2317.1450302262,4.813
1908,Congo (Rep. of the),NA,NA,NA,2009,4.5,NA,NA,NA,NA,NA
1909,Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2009,34.33,4488263,30562361123.0103,78.613,12139.0463919569,1.951
1910,C�te d'Ivoire,NA,NA,NA,2009,2,NA,NA,NA,NA,NA
1911,Croatia,HRV,Europe & Central Asia,High income,2009,50.58,4305181,62754161039.069,76.1682926829,20034.8405162474,1.58
1912,Cuba,CUB,Latin America & Caribbean,Upper middle income,2009,14.33,11318602,62080000000,78.833,NA,1.616
1913,Cyprus,CYP,Europe & Central Asia,High income,2009,49.81,1098076,25942664629.0636,79.245,33888.2852261088,1.443
1914,Czech Republic,CZE,Europe & Central Asia,High income,2009,64.43,10443936,206179982164.402,77.0780487805,27599.3008601602,1.51
1915,Dem. People's Rep. of Korea,NA,NA,NA,2009,0,NA,NA,NA,NA,NA
1916,Dem. Rep. of the Congo,NA,NA,NA,2009,0.56,NA,NA,NA,NA,NA
1917,Denmark,DNK,Europe & Central Asia,High income,2009,86.84,5523095,321241396034.248,78.5975609756,40339.6887230703,1.84
1918,Djibouti,DJI,Middle East & North Africa,Lower middle income,2009,4,836840,1049110684.72493,59.865,NA,3.397
1919,Dominica,DMA,Latin America & Caribbean,Upper middle income,2009,42.02,71229,489074333.333333,NA,9831.4500026882,NA
1920,Dominican Rep.,NA,NA,NA,2009,27.72,NA,NA,NA,NA,NA
1921,Ecuador,ECU,Latin America & Caribbean,Upper middle income,2009,24.6,14691275,62519686000,74.859,8887.0987651984,2.684
1922,Egypt,NA,NA,NA,2009,20,NA,NA,NA,NA,NA
1923,El Salvador,SLV,Latin America & Caribbean,Lower middle income,2009,12.11,6137276,17601616000,71.599,5998.2173474582,2.31
1924,Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2009,2.13,909111,15027795173.2187,55.543,37487.6477169071,5.288
1925,Eritrea,ERI,Sub-Saharan Africa,Low income,2009,0.54,4310334,1856695551.21951,61.591,1366.2658165863,4.681
1926,Estonia,EST,Europe & Central Asia,High income,2009,72.5,1334515,19652492636.8436,74.8243902439,20502.353701344,1.7
1927,Eswatini,NA,NA,NA,2009,8.94,1180675,3580417066.92472,50.26,6930.6169012762,3.611
1928,Ethiopia,ETH,Sub-Saharan Africa,Low income,2009,0.54,85416253,32437389116.038,60.643,947.9993677935,5.057
1929,Falkland (Malvinas) Is.,NA,NA,NA,2009,95.84,NA,NA,NA,NA,NA
1930,Faroe Islands,FRO,Europe & Central Asia,High income,2009,75.18,48517,2257083698.63269,80.387804878,NA,2.4
1931,Fiji,FJI,East Asia & Pacific,Upper middle income,2009,17,851967,2870624635.68032,69.087,6975.3238650469,2.701
1932,Finland,FIN,Europe & Central Asia,High income,2009,82.49,5338871,251499027507.641,79.7195121951,37830.0231384274,1.86
1933,France,FRA,Europe & Central Asia,High income,2009,71.58,64707044,2690222283967.77,81.4146341463,34685.1716527941,2
1934,French Polynesia,PYF,East Asia & Pacific,High income,2009,44.6,265581,NA,75.397,NA,2.131
1935,Gabon,GAB,Sub-Saharan Africa,Upper middle income,2009,9.5,1586754,12065138272.7538,62.247,14343.7547964477,4.112
1936,Gambia,NA,NA,NA,2009,7.63,NA,NA,NA,NA,NA
1937,Georgia,GEO,Europe & Central Asia,Upper middle income,2009,20.07,3814419,10766809096.1694,72.65,6312.5349547185,1.873
1938,Germany,DEU,Europe & Central Asia,High income,2009,79,81902307,3418005001389.27,79.8365853659,37042.4478763203,1.36
1939,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2009,5.44,23903831,25977847813.7422,60.55,2813.6885588538,4.311
1940,Gibraltar,GIB,Europe & Central Asia,High income,2009,65.07,32956,NA,NA,NA,NA
1941,Greece,GRC,Europe & Central Asia,High income,2009,42.4,11107017,330000252153.376,80.187804878,30365.3999269637,1.5
1942,Greenland,GRL,Europe & Central Asia,High income,2009,62.83,56323,2529948329.57153,70.467804878,NA,2.359
1943,Grenada,GRD,Latin America & Caribbean,Upper middle income,2009,24.05,104296,771275555.555555,72.383,10912.5557970274,2.262
1944,Guam,GUM,East Asia & Pacific,High income,2009,50.64,159231,4781000000,77.84,NA,2.498
1945,Guatemala,GTM,Latin America & Caribbean,Lower middle income,2009,9.3,14316208,37734072275.5946,71.122,6454.6978572132,3.471
1946,Guinea,GIN,Sub-Saharan Africa,Low income,2009,0.94,10556524,6716904635.18733,56.185,1485.4212903158,5.417
1947,Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2009,2.3,1517448,826798659.766283,54.687,1328.235418885,5.11
1948,Guyana,GUY,Latin America & Caribbean,Upper middle income,2009,23.9,745693,2061324145.62393,65.929,5440.4807788102,2.684
1949,Haiti,HTI,Latin America & Caribbean,Low income,2009,8.1,9852870,6584649419.28348,60.876,1561.0159517065,3.408
1950,Honduras,HND,Latin America & Caribbean,Lower middle income,2009,9.8,8035021,14587496229.1811,72.27,3778.4198595865,2.975
1951,"Hong Kong, China",NA,NA,NA,2009,69.4,NA,NA,NA,NA,NA
1952,Hungary,HUN,Europe & Central Asia,High income,2009,62,10022650,130593960612.172,73.9048780488,20651.7618324996,1.32
1953,Iceland,ISL,Europe & Central Asia,High income,2009,93,318499,12944114736.1985,81.7512195122,41203.3549509946,2.23
1954,India,IND,South Asia,Lower middle income,2009,5.12,1214270132,1341886699393.18,66.219,4035.6025620667,2.673
1955,Indonesia,IDN,East Asia & Pacific,Lower middle income,2009,6.92,239340478,539580085612.401,67.964,7785.2710526731,2.492
1956,Iran (Islamic Republic of),NA,NA,NA,2009,13.8,NA,NA,NA,NA,NA
1957,Iraq,IRQ,Middle East & North Africa,Upper middle income,2009,1.06,29894652,111660855042.735,68.283,11902.3641411868,4.559
1958,Ireland,IRL,Europe & Central Asia,High income,2009,67.38,4535375,236311336482.356,80.1902439024,41620.8254516979,2.06
1959,Israel,ISR,Middle East & North Africa,High income,2009,63.12,7485600,207419370241.335,81.4048780488,27494.8252901855,2.96
1960,Italy,ITA,Europe & Central Asia,High income,2009,48.83,59095365,2185160183384.27,81.6365853659,34513.9729232965,1.45
1961,Jamaica,JAM,Latin America & Caribbean,Upper middle income,2009,24.3,2804082,12067478477.5714,74.619,7892.265509199,2.212
1962,Japan,JPN,East Asia & Pacific,High income,2009,78,128047000,5231382674593.7,82.9314634146,33198.616113072,1.37
1963,Jordan,JOR,Middle East & North Africa,Upper middle income,2009,26,6821116,23820230000,73.25,9434.4320190413,3.68
1964,Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2009,18.2,16092822,115308661142.927,68.4292682927,18382.6893373984,2.55
1965,Kenya,KEN,Sub-Saharan Africa,Lower middle income,2009,6.1,40237204,37021512048.8158,61.68,2271.3465258022,4.48
1966,Kiribati,KIR,East Asia & Pacific,Lower middle income,2009,8.97,100568,132420059.273124,65.244,1751.3003528037,3.859
1967,Korea (Rep. of),NA,NA,NA,2009,81.6,NA,NA,NA,NA,NA
1968,Kuwait,KWT,Middle East & North Africa,High income,2009,50.8,2818939,105899930507.297,73.868,79277.9998675424,2.281
1969,Kyrgyzstan,NA,NA,NA,2009,16,NA,NA,NA,NA,NA
1970,Lao P.D.R.,NA,NA,NA,2009,6,NA,NA,NA,NA,NA
1971,Latvia,LVA,Europe & Central Asia,High income,2009,66.84,2141669,26169854045.0375,73.0804878049,16871.8701548104,1.46
1972,Lebanon,LBN,Middle East & North Africa,Upper middle income,2009,30.14,4183156,35477299023.8806,78.173,15278.7425500256,1.598
1973,Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2009,3.72,2019209,1773199526.39088,50.014,2181.0224085945,3.33
1974,Liberia,LBR,Sub-Saharan Africa,Low income,2009,2,3811528,1768000000,58.977,1025.6867147492,5.105
1975,Libya,LBY,Middle East & North Africa,Upper middle income,2009,10.8,6121053,63028320702.0343,71.679,27517.2694885419,2.418
1976,Liechtenstein,LIE,Europe & Central Asia,High income,2009,75,35766,4504549214.22663,81.5,NA,1.71
1977,Lithuania,LTU,Europe & Central Asia,High income,2009,59.76,3162916,37440673477.8982,72.9146341463,18145.9399635723,1.5
1978,Luxembourg,LUX,Europe & Central Asia,High income,2009,87.31,497783,51370543206.4462,80.6365853659,82278.1973939736,1.59
1979,"Macao, China",NA,NA,NA,2009,54,NA,NA,NA,NA,NA
1980,Madagascar,MDG,Sub-Saharan Africa,Low income,2009,1.63,20569121,8550363974.79243,62.944,1375.3111596272,4.689
1981,Malawi,MWI,Sub-Saharan Africa,Low income,2009,1.07,14714602,6191127665.1963,55.745,964.0855257435,5.467
1982,Malaysia,MYS,East Asia & Pacific,Upper middle income,2009,55.9,27605383,202257586267.556,74.022,19363.2833388933,2.169
1983,Maldives,MDV,South Asia,Upper middle income,2009,24.8,354501,2345294875,75.92,11136.9001118165,2.235
1984,Mali,MLI,Sub-Saharan Africa,Low income,2009,1.8,14606597,10181021770.4326,54.756,1773.6432967248,6.612
